SMILES Labelled,ConBase_pKa,Reference
[O-:10]c([nH+]c([n+]([C@H]([C@H]1O)O[C@@H](CO)[C@@H]1O)c1)[O-])c1Br,-0.9,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(NS(c(cc2)ccc2[NH3+])(=O)=O)nc(C)cc1C,-0.89,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1c(C(O)=O)[n](C)c[nH+]1)=O,-0.88,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(ccc(Cl)c1)c1[N+]([O-])=O,-0.88,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)ccc1/N=N/c1ccccc1)=C(C#N)C#N,-0.87,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1c(C)cccc1)=C(C#N)C#N,-0.84,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C(\c1[nH+]cccc1)/O,-0.84,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1c(C)ccc(C)c1)=C(C#N)C#N,-0.84,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc2cccc([N+]([O-])=O)c2[nH]1,-0.83,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1ccc(C)cc1)=C(C#N)C#N,-0.83,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1C=CC=CC=C1,-0.82,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1ccccc1)=C(C#N)C#N,-0.82,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1c(C)cccc1C)=C(C#N)C#N,-0.82,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1ccc(CCCl)cc1)=C(C#N)C#N,-0.81,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cccc1)c1Br)=C(C#N)C#N,-0.8,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)ccc1Cl)=C(C#N)C#N,-0.79,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1cccc(Cl)c1)=C(C#N)C#N,-0.78,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)ccc1OC(F)(F)F)=C(C#N)C#N,-0.78,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(ccc(C)c1)c1[N+]([O-])=O)=C(C#N)C#N,-0.78,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cccc1)c1Cl)=C(C#N)C#N,-0.77,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)ccc1C(C)=O)=C(C#N)C#N,-0.77,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cccc1)c1[N+]([O-])=O)=C(C#N)C#N,-0.76,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)ccc1C(CCl)=O)=C(C#N)C#N,-0.76,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(cc1)c(C)cc1[N+]([O-])=O)=C(C#N)C#N,-0.74,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]([nH]c1c2)cc1cc([N+]([O-])=O)c2[N+]([O-])=O,-0.73,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cccc1)[n+]1O,-0.71,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1\N(C)c(cccc2)c2C=C\1,-0.71,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1cccc(Cl)c1Cl)=C(C#N)C#N,-0.71,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CN1CCCC1=[O:10],-0.71,"Bagno, A.; Scorrano, G. J. Am. Chem. Soc. 1988, 110, 4577 - 4582."
[n:10]1cc(C(O)=O)ncc1,-0.7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc1c(C(F)(F)F)cccc1)=C(C#N)C#N,-0.7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CN(c1ccccc1)C([O-])[OH:10],-0.70,"Guthrie, J. P.; Barker, J.; Cullimore, P. A.; Lu, J.; Pik, D. C. Can. J. Chem. 1993, 71, 2109 - 2122. "
[n:10]1c(C(OC)=O)nccc1,-0.68,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](cc1)c(C)cc1C#N,-0.67,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(c(Cl)ccc1)c1Cl)=C(C#N)C#N,-0.67,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C(\c1ccc[nH]1)/O,-0.65,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10][n]1nnnc1-c1ccccc1,-0.62,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Nc(ccc([N+]([O-])=O)c1)c1Cl)=C(C#N)C#N,-0.62,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](c(C)c1)c(C)cc1C#N,-0.61,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2[N+]([O-])=O)[o]c(-c2ccccc2)c1,-0.61,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]([n](C)c(C)c1)c1-c1[nH+][n](C)c(C)c1,-0.6,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C(\c1c[o]cc1)/O,-0.59,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c2[nH+]cnc(N)c12,-0.59,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CN(C=[O:10])c1ccccc1,-0.58,"Guthrie, J. P.; Barker, J.; Cullimore, P. A.; Lu, J.; Pik, D. C. Can. J. Chem. 1993, 71, 2109 - 2122. "
[O:10]=C(\c1cc(cccc2)c2[nH]1)/O,-0.57,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S:10]1C(C(O)=O)=CC=C1C,-0.57,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1c(C(O)=O)[n](C)cn1)=O,-0.56,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC(C)CC1)c1cc[nH+]cc1,-0.56,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[o:10]1c(C(O)=O)ccc1,-0.53,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCCC1)c1cc[nH+]cc1,-0.53,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C(F)(F)F)cc(C)[nH]1,-0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](cc1)ccc1C(O)=O,-0.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC1OC1)(CC1OC1)c1ccc(C)cc1,-0.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1C(C)=O,-0.46,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(Br)cc2ccccc12,-0.44,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1F,-0.44,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC1OC1)(CC1OC1)c1ccccc1,-0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cn[nH+]c2ccccc12,-0.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](CCOCP(O)(O)=O)c2[nH+]cnc(N)c12,-0.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CO)c(cc1)ccc1[N+]([O-])=O,-0.33,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](c1ccccc1)O,-0.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cc1)cc(F)c1[N+]([O-])=O,-0.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
O=[N+]([O-])c1ccccc1[NH2:10],-0.29,"Jensen, J. L.; Gardner, M. P. J. Phys. Chem. 1973, 77, 1557 - 1562."
[NH2:10]c(ccc(SC)c1)c1[N+]([O-])=O,-0.28,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(N)nc2[nH+]c[nH]c2c1,-0.28,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1C#N,-0.26,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(cccc1)c1[N+]([O-])=O,-0.24,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)c([N+]([O-])=O)c(C)[nH]1,-0.22,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1\N(c2ccccc2)N(C)C(C)=C\1O,-0.22,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CC(=[O:10])N(C)C,-0.21,"Bagno, A.; Scorrano, G. J. Am. Chem. Soc. 1988, 110, 4577 - 4582."
CN(C)C([O-])[OH:10],-0.20,"Guthrie, J. P.; Barker, J.; Cullimore, P. A.; Lu, J.; Pik, D. C. Can. J. Chem. 1993, 71, 2109 - 2122. "
[O-:10][n+](c(C)c1)c(C)cc1C(OCC)=O,-0.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2[NH3+])[o]c(-c(cc2)ccc2Cl)c1,-0.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[nH+]ccnc1,-0.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2[NH3+])[o]c(-c(cc2)ccc2Br)c1,-0.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[n+](C)ccnc1,-0.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+](c(C)c1)c(C)cc1C(O)=O,-0.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[OH2:10],0,"Silverstein, T. P.; Heller, S. T. J. Chem. Educ. 2017, 94, 690 - 695."
[NH:10](c1ccccc1)c(cc1)ccc1Cl,0,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1=C(/C=C(/C(C)=C2C(NCC)=O)\N/C\2=C(/CC(OC)=O)\C([C@@H](CCC(OC)=O)[C@@H]2C)=[NH+]/C\2=C2)C(CC)=C(C)/C\1=C/c1c(C=C)c(C)c/2[nH]1,0,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(C)c(C)[o]1,0,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccc(C=O)cc2)[o]c(-c2ccccc2)c1,0.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+]1cccc(C(OCCCC)=O)c1,0.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](CCOCP(O)(O)=O)c2[nH+]ccc(N)c12,0.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2[NH3+])[o]c(-c2ccccc2)c1,0.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH3+]c3cccc(c2[n:10]c1ccccc1s2)c3,0.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH3+]c3ccc(c2[n:10]c1ccccc1s2)cc3,0.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(cc(cc2)[N+]([O-])=O)c2[nH]1,0.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(NS(c2ccccc2)(=O)=O)nccc1,0.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](ccc1c2[nH+]c[n]1CCOCP(O)(O)=O)c2N,0.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(Cl)c[n]1C,0.16,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C(F)(F)F)[nH]c(cc2)c1cc2[N+]([O-])=O,0.18,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1/N(c2ccccc2)N(C)C(C)=C/1NC(C)=O,0.18,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(Cc1[nH+]c(cccc2)c2[nH]1)=O,0.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1nc(-c2ccccc2)cc([N+]([O-])=O)c1NCC[NH+]1CCOCC1,0.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)c1cc2[nH+]c3cc(N)c(C)cc3nc2cc1,0.2,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc2ccccc2n[nH+]1,0.21,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(C(F)(F)F)=O,0.23,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C(CC1)c2c1cccc2)(C(CC1)c2c1cccc2)c1cc2ccccc2cc1,0.25,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(SC)nc2ccccc12,0.26,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Br)[o]c(-c(cc2)ccc2[NH3+])c1,0.26,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2[NH3+])[o]c(-c(cc2)ccc2OC)c1,0.27,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Cl)[o]c(-c(cc2)ccc2[NH3+])c1,0.27,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(OC)nc2ccccc12,0.28,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]c(C(N)=N2)c1NS2(=O)=O,0.28,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c(C(N2)=S)c1NC2=O,0.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C(OC)=O)[nH]c(cc2)c1cc2Cl,0.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[nH+]c([O-])[n+](C)c2c1[n](C)cn2,0.3,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-:10])c([N+](=O)[O-])c1,0.3,Reich Table
[n:10](cccc1)c1-c1[n+](C)cccc1,0.31,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[nH+]c2ccccc2cc1,0.31,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[n+](C)cccc1,0.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(cccc2)c2[nH+]c2ccccc12,0.32,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(N)[n](-c(cc2)ccc2[N+]([O-])=O)nn1,0.34,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccccc2)[o]c(-c(cc2)ccc2[N+]([O-])=O)c1,0.35,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(c(Br)ccc1)c1Br,0.36,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](c1ccccc1)c1cccc(OC)c1,0.37,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(C)[o+]c(C)c1,0.38,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc2ccccc2cc1S,0.39,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)cc(-c2cc(C)[nH+][nH]2)[nH]1,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1[nH+]c(cccc2)c2[nH]1)=O,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1-c1[nH+]cc[n]1C,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)c1ccc(cc(ccc(N(C)C)c2)c2[nH+]2)c2c1,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Br)[o]c(-c2ccccc2)c1,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C(N)N,0.4,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10][n+]1cccc(C(O)=O)c1,0.41,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Cl)[o]c(-c2ccccc2)c1,0.41,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]([nH]c1ccc2)cc1c2[N+]([O-])=O,0.42,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(N)[n](-c2cccc([N+]([O-])=O)c2)nn1,0.47,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1[nH+]c2ccccc2nc1C,0.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
CN(C)c1[n:10]cc([N+](=O)[O-])s1,0.48,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2[nH+]cc[n]2C)[n](C)cc1,0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]c1[nH+]cc2nc[nH]c2n1,0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c(C(N2C)=O)c1NC2=O,0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccccc2)[o]c(-c(cc2)ccc2[NH3+])c1,0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](nc(cc1C#N)-c2ccccc2)c1NCC[NH+]1CCOCC1,0.5,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(cccc2)c2[n]1C,0.51,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C1\N(C)c(cccc2)c2N=C\1C,0.51,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c(c1ccccc11)ccc1[N+]([O-])=O,0.53,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1cc(Cl)cc(Cl)c1,0.55,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S:10]=C1\c(cccc2)c2N(C)C=C\1,0.56,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Br)[o]c(-c2ccc(C)cc2)c1,0.56,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccccc2)[o]c(-c2ccc(C=O)cc2)c1,0.57,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1ccncc1,0.57,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cc2)ccc2Cl)[o]c(-c2ccc(C)cc2)c1,0.58,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(NS(c2ccccc2)(=O)=O)nccc1C,0.59,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]C(c1[o+]c(C(O)=O)cc(O)c1O)=O,0.6,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
